scorer,,,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140008.png,293.7962,139.10568,320.45032,88.51624,341.42659,105.04355,348.12392,139.83294,,,263.50363,110.15789,299.74318,118.0647,142.9873504638672,96.93157958984375,149.90581,221.79333,34.26868,204.33245,260.15515,161.02492,286.41204,116.94072,314.03235,100.7461,271.92318,90.19205,187.80498,200.46435,214.88662,237.92293,345.76161,148.92679
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140009.png,294.23547,139.39852,320.45032,88.51624,341.57301,104.7507,349.14887,139.32047,,,264.16253,109.82844,301.39044,115.09965,142.9873504638672,96.93157958984375,149.90581,221.79333,34.26868,204.33245,260.15515,161.02492,286.41204,116.94072,314.03235,100.81931,272.48044,90.19205,188.46388,200.24471,214.88662,237.92293,346.20088,148.92679
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140010.png,294.96758,139.54494,320.01106,88.2234,341.71944,104.7507,349.14887,139.24725,,,264.16253,109.82844,,,142.9873504638672,96.93157958984375,149.90581,221.79333,34.26868,204.33245,260.15515,161.02492,286.41204,116.94072,313.88592,100.7461,272.48044,90.19205,189.12278,200.02508,216.42406,237.70329,346.85978,148.92679
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140011.png,294.96758,139.54494,319.42537,88.2234,341.57301,103.87217,350.02741,138.51514,,,263.83308,110.32261,,,142.9873504638672,96.93157958984375,149.57636,221.79333,34.26868,204.33245,260.15515,161.02492,286.41204,116.94072,313.88592,100.81931,272.48044,90.19205,190.00132,199.80545,217.08296,237.70329,348.61685,148.70715
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140012.png,295.69969,139.69137,319.42537,88.36982,341.28017,103.28648,350.75952,137.63661,,,263.9978,110.48734,,,142.9873504638672,96.93157958984375,149.24691,221.79333,34.26868,204.33245,260.15515,161.02492,286.41204,116.94072,313.7395,100.67289,272.48044,90.19205,190.66022,199.58581,217.52223,237.70329,348.61685,148.70715
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140013.png,295.99254,139.83779,318.69325,88.36982,341.35338,103.28648,351.63806,136.9045,,,263.83308,110.65207,,,142.9873504638672,96.93157958984375,149.24691,221.79333,34.26868,204.33245,260.15515,161.02492,286.41204,116.94072,313.59308,100.67289,272.48044,90.19205,191.53875,199.80545,218.40076,237.70329,349.71502,148.48752
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140014.png,296.4318,139.98421,318.69325,88.36982,341.28017,102.84721,352.07732,136.17238,,,263.83308,110.48734,,,142.98735,96.93158,149.24691,221.79333,34.26868,204.33245,260.15515,161.02492,286.41204,116.94072,313.59308,100.67289,272.48044,90.19205,192.41729,200.02508,219.71857,237.70329,350.37392,147.38935
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140015.png,297.16392,139.98421,317.81472,88.36982,341.42659,102.55436,352.51659,135.14743,,,263.83308,110.48734,,,142.98735,96.93158,149.24691,221.79333,33.60978,204.33245,260.15515,161.02492,286.41204,116.94072,313.59308,100.67289,272.48044,90.19205,193.51546,200.46435,222.13454,238.80146,352.13099,146.07155
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140016.png,298.04245,139.98421,317.81472,88.07697,341.42659,102.1151,353.10228,134.26889,,,263.50363,110.48734,,,142.98735,96.93158,149.24691,221.79333,33.60978,204.33245,260.15515,161.02492,286.41204,116.94072,313.59308,100.67289,272.48044,90.19205,195.05289,201.56251,223.67197,240.11926,353.22916,144.97338
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140017.png,299.21383,140.13063,317.52187,87.63771,341.28017,101.38298,353.68797,133.09751,,,263.50363,110.81679,,,142.98735,96.93158,149.24691,221.79333,33.60978,204.33245,261.14245,161.02492,286.41204833984375,116.94071960449219,313.44666,100.38004,272.48044,90.19205,196.37069,202.22142,226.30758,241.6567,354.10769,143.43595
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140018.png,300.38521,140.13063,317.22903,87.34486,341.28017,100.94372,354.12724,131.92613,,,263.50363,110.81679,,,142.98735,96.93158,149.24691,221.79333,32.95088,204.33245,261.14245,161.02492,286.41204,116.94072,313.44666,100.38004,272.48044,90.19205,197.90813,203.53922,228.06465,242.09597,354.76659,142.55741
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140019.png,301.55659,140.27706,317.22903,87.05202,341.28017,100.06518,355.29862,129.87622,,,263.17418,110.81679,,,142.32845,97.26103,148.91746,221.79333,32.95088,204.33245,261.14245,161.02492,286.69067,117.21936,313.44666,100.38004,273.0377,90.19205,199.44556,204.63739,231.13952,243.6334,355.20586,141.01998
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140020.png,302.43512,140.42348,317.08261,86.75917,341.28017,99.04022,356.61642,128.11915,,,263.17418,111.14624,,,142.32845,97.26103,148.58801,221.79333,32.95088,204.33245,261.14245,161.02492,286.69067,117.49799,313.22702,100.0872,273.0377,90.19205,201.86154,205.95519,233.11622,244.51194,355.64513,139.92181
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140021.png,303.46008,140.42348,316.78976,86.61275,341.28017,98.60096,357.05569,126.65492,,,261.52692,111.14624,,,141.999,97.26103,148.58801,221.79333,32.29198,204.33245,261.14245,161.02492,286.69067,117.49799,313.15381,100.0872,273.0377,90.19205,204.27751,207.49262,236.19109,245.82974,355.86476,139.26291
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140022.png,304.04577,140.42348,316.35049,86.17348,341.28017,97.42958,358.22707,124.45859,,,261.52692,111.14624,,,141.999,97.26103,148.58801,221.79333,32.29198,204.33245,261.14245,161.02492,287.8052,118.05525,313.30023,100.38004,273.78072,90.19205,205.59531,208.37116,239.70523,247.14754,357.18256,137.72547
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140023.png,305.07073,140.42348,315.7648,86.02706,341.42659,96.40462,359.54487,122.40867,,,261.52692,111.14624,,,141.999,97.26103,148.58801,221.79333,32.29198,204.33245,261.14245,161.02492,287.8052,118.05525,313.44666,100.96573,273.59497,90.19205,208.45055,209.68896,243.87827,248.24571,358.50037,135.52913
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140024.png,306.68137,140.71632,315.7648,86.02706,341.42659,95.37966,360.27698,119.77307,,,260.86802,110.81679,,,141.999,97.26103,147.59966,222.12278,31.96253,204.6619,261.14245,161.02492,288.36247,118.33388,313.88592,101.55142,273.31634,90.19205,211.96468,211.2264,249.58875,249.12425,359.81817,132.89353
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140025.png,307.99918,140.71632,315.17911,86.02706,341.57301,94.20828,361.00909,117.28389,,,259.55022,110.81679,,,141.3401,97.26103,146.28186,222.12278,31.7978,204.6619,261.14245,161.02492,287.52657,118.89115,314.47161,102.86922,273.0377,90.19205,216.79663,213.862,254.20105,250.66168,362.23414,129.37939
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140026.png,310.19551,140.5699,315.17911,86.02706,341.42659,92.74406,362.05312,113.87104,,,259.55022,111.14624,,,141.3401,97.26103,146.28186,222.12278,31.7978,204.6619,260.6488,161.02492,287.71233,118.89115,314.91088,103.60134,273.0377,90.19205,220.5304,215.1798,261.6686,251.75985,365.30901,124.54745
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140027.png,311.95258,140.42348,314.59342,86.02706,341.42659,91.42626,362.78523,111.38185,,,259.55022,111.14624,,,141.3401,97.26103,145.29351,221.79333,31.7978,204.6619,260.15515,161.02492,287.8052,118.61252,315.93584,104.47987,273.0377,90.56356,225.14271,217.15651,270.89321,252.85802,367.06608,120.59404
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140028.png,314.29534,140.27706,314.59342,86.02706,340.98732,89.52276,363.37092,108.30698,,,259.55022,111.14624,,,140.35175,97.59048,144.6346,221.79333,30.97417,204.6619,259.6615,160.53126,289.19836,119.16978,316.81437,105.50483,273.0377,92.14247,232.17098,220.01174,277.92149,253.29729,368.60352,116.86027
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140029.png,317.07737,140.27706,314.59342,86.02706,340.10879,87.91212,364.10304,103.76789,,,259.22077,112.46404,,,140.35175,97.59048,143.3168,221.79333,29.65637,204.6619,259.16784,160.03761,293.8260498046875,119.41496276855469,317.98575,107.2619,273.31634,93.53563,241.61523,224.62405,290.22098,254.17582,369.92132,112.4676
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140030.png,319.8594,140.42348,313.86131,86.17348,338.93741,86.00863,364.68873,99.66806,,,259.05604,111.80514,,,140.0223,97.59048,142.98735,221.79333,29.65637,204.6619,259.16784,160.03761,293.5635986328125,120.28430938720703,319.76704,110.09284,274.43084716796875,93.4427490234375,250.83985,228.35782,303.17936,256.37216,371.23912,108.29456
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140031.png,323.51996,140.86275,313.27562,86.46633,338.05887,84.5444,364.24946,95.71465,,,257.57352,111.80514,,,139.69285,97.59048,141.999,221.46388,28.99747,204.33245,259.16784,160.03761,293.84223,122.51337,320.35273,111.41064,274.43086,93.44275,262.2608,233.4094,316.13775,257.03106,370.79985,103.02335
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140032.png,327.61979,140.71632,313.20241,86.39311,336.00896,83.08018,364.39588,92.05409,,,257.57352,111.80514,,,139.3634,97.59048,141.3401,221.46388,28.66802,204.003,259.16784,159.70851,294.3995,122.792,321.96338,112.87486,275.82402,95.48606,275.21918,238.24134,335.02625,258.12923,369.92132,98.41104
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140033.png,330.25539,141.30201,312.10424,87.49128,334.83758,82.49449,363.95661,90.44344,,,257.57352,111.80514,,,139.03395,97.59048,140.35175,221.13443,28.66802,204.003,259.16784,160.03761,294.70458,123.22195,322.98834,115.21762,276.93855,96.87922,291.47208,244.17145,355.89145,258.34886,368.60352,95.33617
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140034.png,332.01246,141.8877,310.78644,88.51624,333.22693,81.76237,363.07808,88.24711,,,255.26736,111.80514,,,139.03395,97.59048,140.0223,221.13443,26.36187,204.003,257.19323,159.05031,294.41174,123.95406,324.01329,116.82827,277.77445,97.99374,312.99618,249.88192,373.46214,255.49362,367.06608,92.70057
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140035.png,332.45173,142.47339,309.46864,89.5412,331.61629,81.32311,362.19954,87.80784,361.0854187011719,86.84845733642578,255.26736,111.80514,,,138.70449,97.59048,139.3634,221.13443,25.37351,203.3441,256.20592,159.05031,293.97247,124.10048,324.15972,118.43892,278.05308,97.99374,332.38818,255.12447,391.4721,251.97948,365.74828,92.2613
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140036.png,332.01246,142.91266,308.15084,90.12689,330.15206,81.03026,362.63881,87.95426,361.0854187011719,86.29119873046875,255.26736,112.13459,,,138.04559,97.59048,139.03395,221.13443,25.37351,202.6852,254.23131,158.55665,293.5332,124.39333,324.15972,118.43892,277.49582,98.27238,351.05704,257.3208,408.60353,248.90461,363.99121,92.2613
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140037.png,332.01246,143.49835,308.22405,90.27331,330.66454,81.32311,362.78523,88.97922,361.92133,88.52025,254.60846,113.78185,,,138.04559,97.59048,138.37504,220.80498,24.05571,202.35575,253.73766,158.55665,293.38678,124.68617,323.28118,118.73176,277.40294,97.99374,369.94554,258.6386,425.51533,243.41377,362.67341,93.79873
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140038.png,331.71961,144.08404,307.71157,91.59111,331.17702,83.08018,362.78523,91.32198,362.19996,91.86384,255.26736,114.7702,,,137.05724,97.59048,137.71614,220.80498,23.39681,201.69685,252.75035,159.54396,293.5332,125.27186,323.20797,118.65855,277.21718,98.64389,387.51624,258.85824,443.70822,234.63239,362.45377,97.09324
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140039.png,334.06237,145.84111,307.85799,92.76249,332.3484,84.98367,363.07808,93.66474,362.75723,94.65016,255.26736,114.7702,,,138.70449,97.59048,136.39834,220.80498,22.73791,201.36739,252.75035,160.03761,293.5332,126.29682,322.69549,120.04956,277.49582,98.92252,403.98876,257.76007,456.00771,226.50594,362.67341,98.63067
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140040.png,336.55156,148.47671,308.44368,94.51956,333.08051,86.88716,363.07808,94.83612,363.31449,95.48606,255.26736,114.7702,,,138.70449,97.59048,136.39834,220.80498,21.09066,199.72014,252.2567,160.03761,293.97247,127.61462,322.69549,121.66021,277.49582,100.50143,419.58275,255.56373,466.98939,219.25803,362.67341,100.60738
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140041.png,339.48,151.11232,308.73653,97.15516,333.81262,89.22992,363.66377,96.15392,363.87176,96.32195,255.26736,116.41745,,,140.0223,97.59048,136.06889,220.80498,20.43176,197.08454,252.75035,163.49318,295.29027,128.63958,322.98834,123.71012,278.61035,102.45186,433.41967,250.29252,475.99437,210.47269,363.11267,102.14481
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140042.png,340.21212,152.57654,309.61506,100.08361,334.54474,90.98699,363.66377,97.17888,363.87176,97.43648,255.26736,116.41745,,,141.66955,97.59048,135.73944,220.80498,19.77286,194.77838,255.71227,166.4551,296.02238,130.1038,323.4276,125.76004,280.28214,104.12365,446.81733,243.70351,486.31715,199.27137,363.11267,103.24298
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140043.png,340.79781,153.6015,310.05433,102.5728,335.71611,93.47617,363.37092,98.05741,364.98628,98.27238,255.59681,118.39415,,,143.9757,97.59048,134.75109,220.80498,20.10231,192.14278,256.20592,168.92337,296.90092,132.00729,323.86687,128.24922,283.06846,106.90997,456.04194,236.23597,493.56507,189.60749,363.11267,103.24298
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140044.png,343.57983,157.55491,311.51855,107.11189,336.00896,95.67251,363.51735,99.81448,364.70765,100.2228,256.91462,122.34756,,,145.62296,97.59048,133.43329,220.80498,20.10231,190.16608,256.20592,169.41702,297.77945,134.35005,324.89183,130.59198,285.01888,110.25355,466.14509,228.76842,500.15408,177.74727,363.99121,104.78042
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140045.png,345.77617,159.75124,312.10424,110.04034,337.47318,98.60096,363.95661,101.71797,366.10081,102.45186,258.23242,126.30097,,,145.62296,97.59048,133.43329,220.80498,20.43176,187.53047,257.19323,171.39163,298.51157,137.13208,326.06321,133.37401,286.41204,114.71167,474.05191,220.42234,506.30382,166.54595,365.0893859863281,106.09822082519531
labeled-data,GE_104_071222_C1_091222_elastic_C001H001S0014,GE_104_071222_C1_091222_elastic_C001H001S00140046.png,347.24039,161.06905,313.12921142578125,112.38310241699219,338.2052917480469,101.09014129638672,364.83514404296875,103.6214599609375,366.65808,104.12365,259.22076416015625,128.60711669921875,,,146.28186,97.59048,133.43329,220.80498,21.090660095214844,184.89486694335938,257.68688,172.87259,299.6829528808594,139.76768493652344,327.0881652832031,135.86318969726562,289.755615234375,117.49799346923828,484.15506,211.85663,510.03759765625,156.22317504882812,365.38867,107.51556
