scorer,,,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko,Hiko
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0008.png,360.44245,90.39597,402.86818,46.76971,,,425.37063,88.82934,,,349.95285,47.32966,360.86748,51.95099,123.29957,10.08915,224.27948,135.17969,54.05449,51.1871,321.81818,106.51515,360.99516,63.58295,387.00175,47.65547,,,233.36925,149.21078,321.61858,162.31581,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0009.png,360.96466,90.91818,402.86818,45.64981,,,426.24098,89.00341,,,349.67287,47.60964,360.86748,51.95099,123.29957,10.08915,224.27948,135.45967,53.77451,50.90712,321.36364,106.51515,361.11959,63.58295,387.00175,47.7799,,,233.36925,149.21078,322.36518,162.12916,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0010.png,361.48687,91.61446,402.86818,45.50982,,,427.74959,88.4812,,,349.3929,47.60964,360.86748,51.95099,123.0196,10.08915,224.27947998046875,135.4596710205078,53.77450942993164,50.90711975097656,321.36364,106.51515,360.99516,63.45852,386.62845,48.02877,,,234.6758,149.21078,323.85838,162.12916,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0011.png,361.83501,92.31074,403.14816,45.36984,,,427.63355,88.30712,,,349.11292,47.88961,360.68083,52.13764,123.0196,10.08915,224.27948,135.45967,53.77451,50.90712,321.36364,106.51515,360.99516,63.45852,386.25515,47.90433,,,235.60906,148.83748,325.53823,161.94251,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0012.png,362.87943,92.31074,403.14816,45.36984,,,428.32983,87.43677,,,348.83295,48.16959,,,123.0196,10.08915,223.99951,135.45967,53.49454,50.90712,321.36364,106.51515,360.99516,63.58295,385.88185,47.65547,,,237.28891,149.39743,326.84478,162.12916,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0013.png,363.74978,92.48481,402.86818,45.08986,,,429.37425,87.43677,,,348.273,48.16959,,,121.8997,10.08915,223.71953,135.45967,53.49454,50.90712,321.36364,106.06061,360.99516,63.58295,385.50855,47.65547,,,238.59546,150.14404,328.71128,161.75586,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0014.png,366.186767578125,93.00701904296875,402.58821,44.52991,,,431.11495,85.87014,,,348.55297,48.16959,,,122.17967,9.80918,223.43955,135.45967,53.49454,50.90712,321.36364,106.06061,360.99516,63.58295,385.50855,48.02877,,,241.02191,151.07729,330.95109,161.75586,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0015.png,366.12874,93.00702,402.02826,43.96996,,,431.46309,84.65165,,,348.273,48.16959,,,122.17967,9.80918,223.43955,135.45967,52.65461,50.90712,321.36364,106.06061,361.11959,63.83182,385.63298,48.40207,,,242.51511,151.82389,333.19089,162.31581,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0016.png,367.92746,93.7033,401.18833,43.13003,,,431.9853,83.60723,,,348.13301,48.44956,,,121.8997,9.80918,222.59963,135.45967,52.65461,50.90712,321.36364,106.06061,361.36846,64.08069,385.75742,48.65093,,,246.43477,153.31709,334.87074,162.68911,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0017.png,369.8422546386719,94.57364654541016,400.90836,42.85006,,,433.37786,81.69246,,,347.99302,48.44956,,,121.8997,9.80918,222.31965,135.45967,52.65461,50.90712,320.90909,106.51515,361.49289,64.57842,385.63298,49.14867,,,250.35442,155.37024,338.7904,162.50246,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0018.png,371.58294677734375,94.92179107666016,400.34841,42.29011,,,434.59635,80.47397,,,347.43307,48.44956,,,121.8997,10.08915,221.7597,135.73964,51.81469,50.90712,320.90909,106.51515,361.49289,65.07615,385.63298,49.2731,,,254.08743,157.42339,342.5234,163.24906,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0019.png,372.10515,95.09586,400.06843,41.45018,,,435.64077,77.86291,,,347.29308,48.72954,,,121.61972,10.08915,221.19975,136.01962,51.81469,50.90712,320.0,106.51515,361.49289,65.07615,385.75742,49.77084,,,258.00708,159.10325,347.003,163.06241,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0020.png,372.9755,95.26993,399.78846,40.89023,,,436.6852,75.6,,,347.1531,48.72954,,,120.49982,10.08915,220.6398,136.29959,51.53471,50.62715,319.09091,106.51515,361.49289,65.94719,385.88185,50.14414,,,262.67334,162.2763,351.66926,164.18232,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0021.png,375.93469,96.83656,399.50848,40.61025,,,438.25183,73.51116,,,346.87312,48.44956,,,120.49982,10.08915,220.07985,136.29959,51.53471,50.62715,317.72727,108.33333,361.49289,66.94266,385.88185,51.38847,,,266.77964,165.636,355.40226,165.67552,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0022.png,377.6754,97.53285,399.50848,40.61025,,,439.81846,70.9001,,,346.59315,48.44956,,,120.49982,10.36913,219.5199,136.29959,50.41481,50.34717,317.27273,108.33333,361.36846,67.93812,386.87732,52.88167,,,272.75245,170.48891,361.18842,168.47527,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0023.png,379.24203,98.75134,398.94853,40.61025,,,441.55916,68.63719,,,345.47325,48.16959,,,118.53999,10.36913,218.95995,136.29959,50.13483,50.0672,316.81818,107.87879,361.74176,68.43586,387.62392,54.12601,,,280.21846,175.34181,,,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0024.png,382.72343,99.96983,398.38858,40.61025,416.66712,39.91561,442.95172,64.98172,,,345.47325,47.60964,,,118.53999,10.36913,218.4,136.29959,50.13483,50.0672,315.90909,107.87879,361.99062,69.68019,388.24609,55.74364,,,290.29757,180.94132,,,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0025.png,385.8567,99.96983,396.9887,40.33028,416.26096,38.17491,444.34428,60.9781,,,346.0332,47.60964,,,117.42009,10.64911,217.84005,136.29959,49.99485,50.34717,314.54545,107.87879,362.86166,72.54216,389.61485,58.48118,,,300.44843,188.1453,385.6396,168.28862,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0026.png,390.03438,101.01425,396.9887,40.61025,415.91282,37.30455,445.38871,56.80042,,,347.99302,48.44956,,,117.42009,10.64911,217.00012,136.29959,49.85486,50.34717,314.09091,108.33333,363.11052,72.66659,391.23249,61.21872,357.08326,34.57632,313.32729,194.8647,398.14516,167.54202,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0027.png,396.64905,100.84018,396.70873,42.85006,415.27456,37.13048,446.6072,52.27459,,,348.83295,49.00951,,,117.42009,10.64911,215.60025,136.01962,48.73496,50.0672,312.27273,106.51515,364.35486,74.40866,393.59673,65.69832,359.52025,36.66516,329.93916,206.25037,412.33058,166.60877,446.19312,79.67294
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0028.png,404.65628,101.36239,395.02888,43.96996,414.40421,36.95641,446.43313,48.79319,454.7885,53.66715,349.67287,49.56946,,,115.74024,10.64911,214.76032,135.45967,48.17501,49.50725,311.36364,106.06061,365.59919,76.15073,395.58766,69.18246,363.872,38.754,347.48428,215.39623,424.17261,164.59785,448.61958,75.19334
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0029.png,410.40059,103.27716,393.34902,44.80988,412.66351,37.82677,443.47393,44.6155,454.44036,49.83761,349.6728820800781,50.96934127807617,,,114.62034,10.92908,214.20037,135.17969,48.17501,48.94729,310.45455,106.06061,368.08786,78.39053,397.93815,73.32458,368.30551,41.19961,370.06896,224.91539,437.23813,165.9044,449.73948,71.46033
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0030.png,414.23014,104.84379,391.10922,48.44956,411.79316,38.52305,440.1666,42.70073,450.95895,46.53028,349.67287,50.96934,,,114.62034,10.92908,213.36044,135.17969,47.89503,48.66732,310.45455,105.15152,369.08333,80.38147,399.68022,78.05306,370.54531,43.06612,392.09368,231.07484,451.61019,164.59785,450.29943,69.78048
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0031.png,416.84119,106.06229,389.14939,49.84944,410.74873,39.56747,437.38148,40.61189,448.52197,44.26736,349.11292,51.24932,,,112.38054,10.92908,213.08047,135.17969,45.65523,47.82739,310.0,105.15152,369.58106,82.49684,400.05352,81.41276,371.29191,45.11927,418.59801,236.1144,466.35556,162.35804,449.17953,68.66058
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0032.png,417.88561,107.28078,388.30947,50.96934,409.70431,41.1341,436.6852,41.83038,447.30348,43.57108,349.11292,54.60902,,,112.94049,10.64911,213.08047,135.17969,45.65523,46.70749,309.54545,107.87879,369.7055,83.61674,399.80465,83.27926,372.03851,46.61247,443.50857,241.9353,481.66088,160.11824,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0033.png,417.18933,108.3252,388.02949,52.08924,409.53024,43.22294,437.03334,44.09329,447.12941,45.65992,348.83295,56.84882,,,113.50044,10.36913,211.96057,135.73964,45.37525,45.86757,309.54545,108.78788,369.58106,85.10994,399.92909,85.2702,372.41181,48.47897,472.2527,242.86855,499.01935,158.25174,,
labeled-data,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat,GE_122_071222_C1_090622_elastic_C001H001S0003pts_Zanne.mat0034.png,417.5374755859375,111.63253021240234,388.02949,53.76909,409.1821,46.53028,437.55555,48.09691,447.4775390625,48.793190002441406,348.552978515625,58.808650970458984,,,114.06038665771484,9.80918025970459,210.84067,136.29959,45.0,46.060611724853516,309.54545,108.78788,369.5810546875,86.47870635986328,399.80465,87.38557,,,487.1847229003906,243.42849731445312,502.75235,157.31849,,
